"Statistic Label","Year","Age Group","Sex","County","UNIT","VALUE"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Carlow","Thousand","29.2"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Donegal","Thousand","82.7"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Dublin","Thousand","702.1"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Galway","Thousand","130.6"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Kildare","Thousand","116.7"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Kilkenny","Thousand","50.6"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Kerry","Thousand","74.9"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Longford","Thousand","20.9"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Louth","Thousand","67"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Limerick","Thousand","100.1"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Leitrim","Thousand","16.6"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Laois","Thousand","43.5"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Meath","Thousand","103.2"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Monaghan","Thousand","31.8"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Mayo","Thousand","66.8"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Offaly","Thousand","40.6"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Roscommon","Thousand","33.1"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Sligo","Thousand","33.7"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Tipperary","Thousand","82.8"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Waterford","Thousand","59.7"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Wicklow","Thousand","75.5"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Westmeath","Thousand","46"
"Estimated Population (Persons in April)","2018","All ages","Female","Co. Wexford","Thousand","77.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Ireland","Thousand","315"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Clare","Thousand","7.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Cork","Thousand","34.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Cavan","Thousand","4.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Carlow","Thousand","3.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Donegal","Thousand","9.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Dublin","Thousand","87.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Galway","Thousand","16.4"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Kildare","Thousand","17.5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Kilkenny","Thousand","6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Kerry","Thousand","9.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Longford","Thousand","3.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Louth","Thousand","8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Limerick","Thousand","11.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Leitrim","Thousand","1.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Laois","Thousand","7.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Meath","Thousand","15.2"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Monaghan","Thousand","3.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Mayo","Thousand","8.4"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Offaly","Thousand","6.4"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Roscommon","Thousand","4.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Sligo","Thousand","3.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Tipperary","Thousand","9.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Waterford","Thousand","7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Wicklow","Thousand","10.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Westmeath","Thousand","7.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Both sexes","Co. Wexford","Thousand","9.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Ireland","Thousand","161.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Clare","Thousand","3.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Cork","Thousand","18.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Cavan","Thousand","2.5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Carlow","Thousand","1.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Donegal","Thousand","5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Dublin","Thousand","44.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Galway","Thousand","8.4"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Kildare","Thousand","9.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Kilkenny","Thousand","3.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Kerry","Thousand","4.5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Longford","Thousand","1.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Louth","Thousand","4.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Limerick","Thousand","6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Leitrim","Thousand","1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Laois","Thousand","3.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Meath","Thousand","7.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Monaghan","Thousand","2"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Mayo","Thousand","4.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Offaly","Thousand","3.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Roscommon","Thousand","2.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Sligo","Thousand","2"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Tipperary","Thousand","5.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Waterford","Thousand","3.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Wicklow","Thousand","5.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Westmeath","Thousand","3.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Male","Co. Wexford","Thousand","4.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Ireland","Thousand","153.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Clare","Thousand","3.5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Cork","Thousand","16.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Cavan","Thousand","2.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Carlow","Thousand","1.7"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Donegal","Thousand","4.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Dublin","Thousand","43.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Galway","Thousand","8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Kildare","Thousand","8.5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Kilkenny","Thousand","2.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Kerry","Thousand","4.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Longford","Thousand","1.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Louth","Thousand","3.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Limerick","Thousand","5.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Leitrim","Thousand","0.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Laois","Thousand","3.4"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Meath","Thousand","7.6"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Monaghan","Thousand","1.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Mayo","Thousand","4.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Offaly","Thousand","3.1"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Roscommon","Thousand","2"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Sligo","Thousand","1.9"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Tipperary","Thousand","4.8"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Waterford","Thousand","3.4"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Wicklow","Thousand","5.3"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Westmeath","Thousand","3.5"
"Estimated Population (Persons in April)","2019","0 - 4 years","Female","Co. Wexford","Thousand","4.4"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Ireland","Thousand","355.9"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Clare","Thousand","8.7"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Cork","Thousand","40.2"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Cavan","Thousand","6.4"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Carlow","Thousand","4.4"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Donegal","Thousand","12.4"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Dublin","Thousand","93.1"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Galway","Thousand","19.1"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Kildare","Thousand","19.1"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Kilkenny","Thousand","7.8"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Kerry","Thousand","9.8"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Longford","Thousand","3.2"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Louth","Thousand","10.6"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Limerick","Thousand","14.3"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Leitrim","Thousand","2.5"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Laois","Thousand","7"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Meath","Thousand","17.7"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Monaghan","Thousand","5.1"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Mayo","Thousand","9"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Offaly","Thousand","6"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Roscommon","Thousand","4.8"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Sligo","Thousand","5"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Tipperary","Thousand","11.8"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Waterford","Thousand","8.5"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Wicklow","Thousand","11.5"
"Estimated Population (Persons in April)","2019","5 - 9 years","Both sexes","Co. Westmeath","Thousand","6.7"
